1	2.594526291
2	2.646368980
3	2.482074261
4	2.673207045
5	2.798058271
6	2.468217373
7	2.621030569
8	2.528104305
9	2.340715170
10	2.802858591
11	2.514324427
12	2.634977102
13	2.897191286
14	2.649634361
15	2.780694008
16	3.138584614
17	2.651366234
18	2.517526150
19	2.498798609
20	2.704086304
21	2.675487995
22	2.640763521
23	2.645550728
24	2.420222759
25	2.467905760
26	2.907343864
27	2.496273279
28	1.217338204
29	1.495646954
30	1.522062302
31	1.469510436
32	1.550348043
33	1.450346351
34	1.538636684
35	1.610908508
36	1.592767477
37	1.899228096
38	1.978601098
39	2.078414202
40	2.401320457
41	1.988655210
42	1.988907456
43	2.042690754
44	1.959930778
45	2.240031242
46	2.319337606
47	1.996054530
48	2.136340618
49	2.216323614
50	2.051881075
51	2.535268545
52	2.296362877
53	2.436432123
54	2.072846651
55	2.168651104
56	2.556481600
57	2.403609037
58	2.296218872
59	2.390061617
60	2.624229908
61	2.583950996
62	2.581745148
63	2.460027933
64	2.586561441
65	2.630368710
66	2.454272509
67	2.576256752
68	2.606804609
69	2.509805202
70	2.562937498
71	2.727082253
72	2.249160290
73	2.561588049
74	2.354315758
75	2.658404112
76	2.673721313
77	2.350119352
78	2.616411209
79	2.551491499
80	2.410700321
81	2.490727663
82	2.774151802
83	2.381943703
84	2.648749113
85	2.394054890
86	2.238858700
87	2.692398787
88	2.649892092
89	2.580571890
90	2.461925268
91	2.648503542
92	2.431112051
93	2.514731407
94	2.565029621
95	2.534058809
96	2.652412891
97	2.540942430
98	2.760729790
99	2.629774332
100	2.589489937
101	2.458718777
102	2.788708687
103	2.499714613
104	2.748810530
105	2.528891325
106	2.437380075
107	2.508614540
108	2.471482515
109	2.432386398
110	2.855030537
111	2.306883574
112	2.389788628
113	2.496294260
114	2.243232727
115	2.573354244
116	2.438022375
117	2.286821604
118	2.479968309
119	2.308957100
120	2.375307798
121	2.750068188
122	2.421068668
123	2.182531118
124	2.338899136
125	2.593791723
126	2.500241041
127	2.524847269
128	2.596765280
129	2.540408134
130	2.353865862
131	2.648848534
132	2.621002197
133	2.483568430
134	2.356641054
135	2.588486671
136	2.311914921
137	2.510874271
138	2.665035725
139	2.410436392
140	2.398949385
141	2.389053345
142	2.457214355
143	2.567279577
144	2.504426718
145	2.683789253
146	2.412624598
147	2.344331026
148	2.287049532
149	2.473375082
150	2.247800589
151	2.507970572
152	2.379919052
153	2.387755632
154	2.665468931
155	2.355805397
156	2.525578737
157	2.419847012
158	2.339077950
159	2.111466169
160	2.167567492
161	2.558556795
162	2.854716301
163	2.700538158
164	2.646415949
165	2.689608097
166	2.762756109
167	3.131110430
168	2.380806446
169	2.587884665
170	2.412488937
171	2.396283865
172	2.256193161
173	2.278924227
174	2.522037745
175	2.112535238
176	2.644138813
177	2.554315090
178	2.570431709
179	2.776089668
180	2.453670263
181	2.405406237
182	2.337528944
183	2.430365086
184	2.431951046
185	2.437590599
186	2.686571121
187	2.753416777
188	2.932358980
189	2.658762693
190	2.818677902
191	2.631602764
192	2.553273201
193	2.398531437
194	2.741130829
195	2.284610748
196	2.428868294
197	2.420147419
198	3.011035442
199	2.335835218
200	2.197640181
201	2.587561607
202	2.060434341
203	2.300738096
204	2.798254251
205	2.387394190
206	2.473227501
207	2.481269360
208	2.980338335
209	2.782478333
210	2.812673569
211	2.218673468
212	2.756763458
213	2.671827555
214	2.223482609
215	2.340564966
216	2.449318409
217	2.858485222
218	2.561250210
219	2.508110046
220	2.329216719
221	2.439359903
222	2.351815701
223	2.173383474
224	2.235149860
225	2.390774488
226	2.235669136
