1	2.582195044
2	2.772744656
3	2.576679707
4	2.766609430
5	2.496959448
6	2.808926821
7	2.514679432
8	2.560533047
9	2.562344313
10	2.762749434
11	2.566483498
12	2.711617231
13	2.808464766
14	2.632409811
15	2.820925951
16	2.709895134
17	2.602281570
18	2.395746946
19	2.741389990
20	2.719577551
21	2.785213470
22	2.508605242
23	2.542769432
24	2.906259298
25	2.593320847
26	2.602926254
27	2.499262094
28	2.743130922
29	2.699904203
30	2.752508879
31	2.643862724
32	2.481361389
33	2.659735441
34	2.833476067
35	2.682182312
36	2.482054234
37	2.464983940
38	2.690373182
39	2.780881166
40	2.756461859
41	2.512374401
42	2.674407482
43	2.514772177
44	2.760822058
45	2.670334339
46	2.568947792
47	2.213728905
48	2.262718201
49	2.572218418
50	2.506669998
51	2.671625137
52	2.308997154
53	2.360142231
54	2.239357233
55	2.592721701
56	2.665718079
57	2.402045250
58	2.632936001
59	2.521441698
60	2.754200935
61	2.452757597
62	2.408524275
63	2.553207874
64	2.528294802
65	2.712713957
66	2.719533920
67	2.417141438
68	2.551302195
69	2.734776497
70	2.520865917
71	2.684720516
72	2.562841892
73	2.605063677
74	2.460274696
75	2.358990431
76	2.672074556
77	2.445001602
78	2.672811747
79	2.704614639
80	2.605309248
81	2.705322266
82	2.528311968
83	2.657131910
84	2.602749109
85	2.949105263
86	2.496938705
87	2.709595203
88	2.733431101
89	2.561749697
90	2.417170286
91	2.639878511
92	2.752503872
93	2.640109777
94	2.951629639
95	2.771445751
96	2.739080667
97	2.778218031
98	2.577220917
99	2.885841846
100	2.869440794
101	2.688863993
102	2.918736696
103	3.049222231
104	2.554405689
105	2.655859470
106	2.683109760
107	2.604374886
108	2.655162334
109	2.547168255
110	2.677509069
111	2.531174898
112	2.693632603
113	2.600696802
114	2.653081179
115	2.728043795
116	2.755492687
117	2.667861938
118	2.783609152
119	2.880157232
120	2.716943979
121	2.776410341
122	2.664618254
123	2.534079075
124	2.899727106
125	1.399743438
126	1.601543665
127	1.796641588
128	1.660975337
129	1.596538901
130	1.758862257
131	1.763713002
132	1.753509045
133	1.834262609
134	2.107026100
135	2.045437336
136	1.995194912
137	2.194570541
138	2.148318291
139	1.988445878
140	2.174260378
141	2.057136536
142	2.376813412
143	2.072658300
144	2.388408184
145	2.229482174
146	2.399068356
147	2.377679348
148	2.165539742
149	2.727499008
150	2.407318115
151	2.491084337
152	2.393996954
153	2.244814396
154	2.297507524
155	2.331576586
156	2.365916491
157	2.462512732
158	2.695488453
159	2.426010132
160	2.696077824
161	2.338805199
162	2.390998602
163	2.279015779
164	2.485009909
165	2.667157173
166	2.802566051
167	2.813044310
168	2.696857214
169	2.682869673
170	2.486217499
171	2.534807444
172	2.418988466
173	2.656564474
174	2.348869801
175	2.545278072
176	2.843157530
177	2.736648560
178	2.755243540
179	2.403115749
180	2.719855070
181	2.815964699
182	2.734256744
183	2.550576925
184	2.487026691
185	2.603946209
186	2.516630173
187	2.695755005
188	2.549106121
189	2.739175558
190	2.693320751
191	2.694842100
192	2.730355978
193	2.895979404
194	2.461271524
195	2.724862337
196	3.097426176
197	3.238620758
198	2.739631176
199	3.119189978
200	2.663979292
201	2.866448879
202	2.963847399
203	2.531314611
204	2.770651579
205	2.739536762
206	2.801541090
207	2.735792160
208	2.885269165
209	2.633675814
210	2.791826010
211	2.637209177
212	2.818751574
213	2.762954950
214	2.592870951
215	2.569710016
216	3.018585205
217	2.758542299
218	2.721903801
219	2.630961180
220	2.726914167
221	2.891537666
222	2.661337614
223	2.688243866
224	2.942730665
225	2.612186432
226	2.701985121
227	2.789996624
228	2.558241606
229	2.798097610
230	2.659664869
231	2.799237728
232	2.843241453
233	2.917632103
234	2.783532143
235	2.581615925
236	2.816408157
237	2.934908867
238	2.767435074
239	2.620473623
240	2.585136175
241	2.844104528
242	2.549176693
243	2.769542456
244	2.759719372
245	2.668957949
246	2.457362890
247	2.954980850
248	2.695215464
249	2.684560299
250	2.458735943
251	2.621310949
252	2.883594275
253	2.834816456
254	2.548642397
255	2.463886976
256	2.612674475
257	2.630665541
258	2.562987089
259	2.349722147
260	2.614724874
261	2.308283567
262	2.619265795
263	2.783378839
264	2.704072475
265	2.735393524
266	2.252671003
267	2.640028477
268	2.534666538
269	2.652518511
270	2.334988594
271	2.532443285
272	2.362585306
273	2.386747360
274	2.461895704
275	2.700884104
276	2.710167885
277	2.364534140
278	2.399351358
279	2.656112432
280	2.519325495
281	2.796406746
282	2.667179346
283	2.762193918
284	2.589555979
285	2.887855053
286	2.879226923
287	2.647983551
288	2.561300039
289	2.644109964
290	1.289751172
291	1.398665309
292	1.638012052
293	1.598765969
294	1.429175138
295	1.482118130
296	1.659899950
297	1.758424282
298	1.851628184
299	1.834303856
300	1.847169042
301	1.937977910
302	1.705062628
303	2.007580757
304	1.800396919
305	1.844264030
306	1.906523466
307	2.050378323
308	2.005401134
309	2.051145554
310	2.094683886
311	2.111978054
312	2.432250023
313	2.234002590
314	2.312306166
315	2.106242657
316	2.262385130
317	2.109905005
318	2.154331923
319	2.094296217
320	2.122524738
321	2.062232494
322	2.278245926
323	2.385350943
324	2.347398996
325	2.219391346
326	2.288352966
327	2.351609707
328	2.416472435
329	2.259095907
330	2.499074936
331	2.233102798
332	2.346189737
333	2.435861588
334	2.446671486
335	2.395224333
336	2.319610834
337	2.211054564
338	2.498221397
339	2.437511921
340	2.374365091
341	2.527032852
342	2.366955757
343	2.274419069
344	2.213215590
345	2.551445246
346	2.499160528
347	2.502461910
348	2.483734369
349	2.351857662
350	2.613494158
351	2.615426779
352	2.665114641
353	2.675567865
354	2.635738134
355	2.754882097
356	2.591544867
357	2.533984900
358	2.786195755
359	2.607040882
360	2.783027649
361	2.588683844
362	2.697480202
363	2.633244514
364	2.567507029
365	2.532231331
366	2.647260189
367	2.446088076
368	2.465306997
369	2.482569218
370	2.862191200
371	2.715278625
372	2.605459452
373	2.512391567
374	2.443198442
375	2.401019096
376	2.471130133
377	2.594105005
378	2.443590879
379	2.592145205
380	2.715170383
381	2.574666500
382	2.746399403
383	2.577394009
384	2.347813845
385	2.673694134
386	2.557255268
387	2.531248569
388	2.403050423
389	2.530291319
390	2.760427237
391	2.720715284
392	2.733072996
393	2.639850378
394	2.464977503
395	2.886021137
396	2.728770971
397	2.338728905
398	2.847562075
399	2.568802118
400	2.624176741
401	2.639903069
402	2.856653214
403	2.872644186
404	2.398154974
405	2.410932064
406	2.971537828
407	2.609298944
408	2.797315836
409	2.577369213
410	2.413414001
411	2.735659122
412	2.426564455
413	2.456413507
414	2.213838577
415	2.709033966
416	2.472904205
417	2.493194818
418	2.567076445
419	2.701611042
420	2.659752846
421	2.361533880
422	2.500422239
423	2.633091927
424	2.856056452
